specobjid,SOURCETYPE,RA,Dec,plate,ra,dec,objid,run,rerun,camcol,field,z,mjd,fiberID,run2d,wavelength,red shift,red shift error,flux,g sn,r sn,i sn,central wavelength
501048854590810112,GALAXY                   ,129.76075,49.550295,445,129.760770455694,49.5503312098544,1237651190283239800,1331,301,2,172,0.503525,51873,85,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],"[-0.74361986 -1.3758653  -2.7654274  ...  3.750145    4.64421
  5.9761243 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501049129468717056,GALAXY                   ,129.86262,49.273703,445,129.862572520723,49.2736816590174,1237651249874206888,1345,301,1,146,0.1183007,51873,86,26,[3.5796 3.5797 3.5798 ... 3.9637 3.9638 3.9639],[ 5.575048  -2.3985689  2.5686572 ... 15.768439  16.90485   16.394857 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501049404346624000,GALAXY                   ,129.64946,49.55918,445,129.64944073094,49.5592290236227,1237651190283174065,1331,301,2,171,-0.0001190804,51873,87,26,[3.5796 3.5797 3.5798 ... 3.9637 3.9638 3.9639],[ 0.8631369 -5.259266  -3.220257  ... 18.018957  18.806196  17.594433 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501050228980344832,QSO                      ,129.79019,49.826872,445,129.790208801082,49.8268665616151,1237651250411208879,1345,301,2,148,1.697921,51873,90,26,[3.5796 3.5797 3.5798 ... 3.9636 3.9637 3.9638],[0.7245642 1.674309  4.7733374 ... 4.4887557 3.1752207 5.545244 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501050503858251776,GALAXY                   ,129.91403,49.321047,445,129.913987455505,49.3210300412687,1237651249874206940,1345,301,1,146,0.1178448,51873,91,26,[3.5796 3.5797 3.5798 ... 3.9636 3.9637 3.9638],[ 1.8053669  6.2256746  5.159665  ... 21.779171  18.423958  21.116114 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501050778736158720,GALAXY                   ,129.63229,49.545086,445,129.632286710074,49.5451300336939,1237651190283174105,1331,301,2,171,0.3241945,51873,92,26,[3.5796 3.5797 3.5798 ... 3.9636 3.9637 3.9638],[-0.6438639  1.6613393 -6.026105  ...  5.707899   4.1626782  8.1279   ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501051053614065664,GALAXY                   ,129.76698,49.467925,445,129.766990603513,49.4679406347022,1237651065191596518,1302,301,1,161,0.4122775,51873,93,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],"[-0.18142308 -1.5807045  -6.7013793  ...  2.840998    3.2221344
  3.9875772 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501051328491972608,GALAXY                   ,129.91582,49.343867,445,129.915784711314,49.3438530951243,1237651249874206956,1345,301,1,146,0.1165518,51873,94,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],"[ 1.895092   -0.42785966  0.41925928 ... 13.670454   11.758535
 16.377361  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501051603369879552,GALAXY                   ,129.72565,49.306495,445,129.725609956944,49.3064744904835,1237651249874207150,1345,301,1,146,0.3297222,51873,95,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[ 1.5417715 -3.6834404 -5.39453   ...  3.70923    4.5861106  4.171171 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501051878247786496,GALAXY                   ,129.73844,49.692377,445,129.738439541631,49.6923760661675,1237651190283239632,1331,301,2,172,0.146051,51873,96,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[ 5.6662674  9.084084   2.3654118 ... 11.090345  10.682399  11.949407 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501052153125693440,GALAXY                   ,129.68552,50.041033,445,129.685520713132,50.0410164052533,1237651190820241551,1331,301,3,174,0.1307701,51873,97,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[ 7.978686  -1.1103449 -3.974151  ... 10.436109  11.36139   13.127982 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501052428003600384,GALAXY                   ,129.72809,50.018725,445,129.728109849353,50.0187295888415,1237651250411274446,1345,301,2,149,0.129902,51873,98,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[-0.9408702 -4.4185634 -0.5579349 ... 15.891758  18.797081  19.10289  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501052702881507328,GALAXY                   ,129.69775,49.568372,445,129.697768173751,49.5684120809831,1237651190283239518,1331,301,2,172,0.1190362,51873,99,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],"[ 3.2548602   0.49500883 -1.9152793  ... 12.041341   11.13648
 11.212905  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501052977759414272,GALAXY                   ,129.72946,49.956725,445,129.729474102464,49.9567269374361,1237651250411274405,1345,301,2,149,0.1261968,51873,100,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[ 3.5488958  1.9163303 -0.6282322 ... 26.07912   28.125914  26.984562 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501053252637321216,GALAXY                   ,130.13792,50.210278,445,130.137937497586,50.2102814229872,1237651250411405443,1345,301,2,151,0.1174466,51873,101,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],"[ 5.0435195   1.0913666  -0.95162916 ... 25.512316   22.978737
 22.688248  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501053527515228160,GALAXY                   ,130.24877,50.149479,445,130.248831280964,50.1494823312727,1237651250411405534,1345,301,2,151,0.1568863,51873,102,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[ 1.1820556 -0.8305466 -2.2203555 ...  7.5179496  8.776096   6.8091555],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501053802393135104,GALAXY                   ,130.29741,50.167097,445,130.297431700629,50.167096476738,1237651250411405588,1345,301,2,151,0.3038132,51873,103,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],"[-2.3062732  -0.86456406  3.4825265  ...  5.030502    5.121495
  7.556758  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501054077271042048,GALAXY                   ,130.47578,50.14597,445,130.475816665108,50.1459673895298,1237651190283567310,1331,301,2,177,0.2829046,51873,104,26,[3.5795 3.5796 3.5797 ... 3.9636 3.9637 3.9638],[-4.8837404 -1.4412632  3.7634537 ...  7.821697   7.597323   5.955858 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501054352148948992,GALAXY                   ,130.12835,50.365667,445,130.128381560776,50.3656539284607,1237651190820438142,1331,301,3,177,0.131345,51873,105,26,[3.5793 3.5794 3.5795 ... 3.9636 3.9637 3.9638],[-2.2694228  2.6296768  7.5272293 ... 10.901194  10.122671  11.497881 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501054627026855936,GALAXY                   ,130.29174,50.309479,445,130.291729549513,50.3094705047186,1237651250411470995,1345,301,2,152,0.1182773,51873,106,26,[3.5793 3.5794 3.5795 ... 3.9636 3.9637 3.9638],[ 1.2964213  3.2934513  5.2898703 ... 16.565632  24.596773  22.146347 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501054901904762880,GALAXY                   ,130.21924,50.374699,445,130.2192362386,50.3746787994809,1237651250411471009,1345,301,2,152,0.1256008,51873,107,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[4.476977  3.5998163 2.7229288 ... 7.45568   9.796093  8.9344   ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501055176782669824,GALAXY                   ,130.65846,50.275314,445,130.658465407224,50.2753256099575,1237651190283632887,1331,301,2,178,0.0102824,51873,108,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],"[-0.48941845 -2.5272803  -4.5645647  ...  2.2206004   2.3924363
  2.0169516 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501055451660576768,QSO                      ,130.36041,50.418476,445,130.360402314565,50.4184549536783,1237651250411536660,1345,301,2,153,-9.246061e-05,51873,109,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],"[ 4.8636427   0.26933458 -4.323594   ... 10.033731   11.481333
 10.757866  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501055726538483712,GALAXY                   ,130.17334,50.593804,445,130.173349231367,50.5937969342847,1237651190820503725,1331,301,3,178,0.3536295,51873,110,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[-3.5194066 -3.0447571 -2.5702546 ...  5.7879357  5.058977   6.0572424],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501056276294297600,GALAXY                   ,130.40144,50.431192,445,130.401428819077,50.431173414296,1237651250411536617,1345,301,2,153,0.2786615,51873,112,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],"[-1.4615289  -0.8492072  -0.23706788 ...  7.558898    8.74709
  6.7826657 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501056551172204544,GALAXY                   ,130.45973,50.494659,445,130.45974051491,50.4946604778879,1237651250411602149,1345,301,2,154,0.2783395,51873,113,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[3.6330736 3.0699327 2.5069573 ... 7.9907064 9.028399  8.119944 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501056826050111488,QSO                      ,130.35721,50.543344,445,130.357225702013,50.5433412668861,1237651190820503780,1331,301,3,178,0.3594888,51873,114,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[ 1.5802311 -1.0773338 -3.7341053 ...  4.82567    4.7443     2.922148 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501057100928018432,QSO                      ,130.16153,50.609357,445,130.161536789027,50.609350107825,1237651190820503574,1331,301,3,178,0.3540174,51873,115,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[55.360516  46.298725  37.239754  ...  8.773842   6.5277734  7.5869374],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501057375805925376,GALAXY                   ,130.5497,50.540141,445,130.549688733161,50.5401577183811,1237651250411602083,1345,301,2,154,0.162605,51873,116,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[ 5.85053    3.051573   0.2534185 ... 22.601103  24.815105  23.151995 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501057650683832320,QSO                      ,130.51536,50.526403,445,130.515367582156,50.5264083538807,1237651250411601979,1345,301,2,154,1.30701e-05,51873,117,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[ 1.6118367 -2.6893544 -6.989304  ...  9.370986   9.316751   8.983324 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501057925561739264,QSO                      ,130.63924,50.501569,445,130.639256448421,50.5015795172668,1237651250411602010,1345,301,2,154,0.9387672,51873,118,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[20.949106  20.23702   19.52514   ...  1.4782863  2.8070552  3.5022552],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501058200439646208,QSO                      ,130.656,50.537431,445,130.656016040147,50.5374389934989,1237651250411602120,1345,301,2,154,1.572888,51873,119,26,[3.5792 3.5793 3.5794 ... 3.9635 3.9636 3.9637],[8.028382  6.4263587 6.6950965 ... 3.6949458 3.415624  5.166935 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501058475317553152,GALAXY                   ,130.66659,50.562727,445,130.666675862874,50.5627634270992,1237651250411602135,1345,301,2,154,0.1317375,51873,120,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[ 6.3109746  8.244659  10.204436  ... 19.169083  19.341032  22.494091 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501058750195460096,GALAXY                   ,129.50603,49.3731,445,129.506057053437,49.3731028340857,1237651190283108581,1331,301,2,170,0.3284812,51873,121,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[-4.6186376 -3.055608  -1.49316   ...  9.054025   7.8735056  6.066997 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501059025073367040,QSO                      ,129.53044,49.051211,445,129.530440338063,49.0511766898348,1237651249874075860,1345,301,1,144,1.117643,51873,122,26,[3.5793 3.5794 3.5795 ... 3.9635 3.9636 3.9637],[ 1.9563038  7.0323896 12.106571  ...  4.9582148  4.4861274  3.7216125],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501059299951273984,GALAXY                   ,129.58647,49.106397,445,129.586471994562,49.1063754208879,1237651249874075903,1345,301,1,144,0.1016685,51873,123,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[11.473106  -3.2070491  3.5281196 ... 10.098284  10.206645  10.975426 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501059574829180928,GALAXY                   ,129.59965,49.04481,445,129.599653828516,49.0447777304874,1237651249874075884,1345,301,1,144,0.1011519,51873,124,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[ 8.123138  6.24752   8.176293 ... 24.209513 24.578167 24.798784],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501059849707087872,GALAXY                   ,129.56866,49.247627,445,129.568646549032,49.2476044343491,1237651249874141647,1345,301,1,145,0.4106425,51873,125,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[ 4.480642   5.628784  -5.938227  ...  4.1961317  4.7833953  2.7712276],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501060124584994816,GALAXY                   ,129.58192,49.809753,445,129.581943974875,49.8097396155076,1237651250411208810,1345,301,2,148,0.03625669,51873,126,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],"[ 6.9370317  13.375033    0.61879295 ...  2.634901    3.6817262
  3.178703  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501060399462901760,GALAXY                   ,129.45721,49.591522,445,129.457193164609,49.5914964573641,1237651250411077942,1345,301,2,146,0.3767035,51873,127,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[ 1.6857437  6.840609  -0.9819614 ...  5.3864655  5.963711   4.051515 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501060674340808704,GALAXY                   ,129.44735,49.550518,445,129.447340060797,49.5505206661673,1237651250411077890,1345,301,2,146,0.3314978,51873,128,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[-1.0684739 -1.9979135  0.7949399 ...  7.374197   4.9344945  7.2274795],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501060949218715648,GALAXY                   ,129.44024,49.128924,445,129.440254474608,49.1288938968682,1237651249874075962,1345,301,1,144,0.1493036,51873,129,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],"[11.939258   -0.80750257 -3.5473318  ...  9.018935   10.123374
  9.648008  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501061224096622592,GALAXY                   ,129.46288,49.052661,445,129.462883353777,49.0526233482559,1237651249874075840,1345,301,1,144,0.1173407,51873,130,26,[3.5792 3.5793 3.5794 ... 3.9634 3.9635 3.9636],[-1.7699028 -2.7341814  4.0267253 ... 11.577019  14.36268   11.867274 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501061773852436480,GALAXY                   ,129.4705,50.107925,445,129.470486730253,50.1079040477444,1237651190820241507,1331,301,3,174,0.1194147,51873,132,26,[3.5793 3.5794 3.5795 ... 3.9634 3.9635 3.9636],[ 8.578505  7.358999  6.139936 ...  8.619439 12.19061  11.71479 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501062048730343424,GALAXY                   ,129.50683,49.014993,445,129.506843412582,49.0149533019831,1237651249874010295,1345,301,1,143,0.1260458,51873,133,26,[3.5793 3.5794 3.5795 ... 3.9634 3.9635 3.9636],[ 5.9478774  4.158559   2.3699174 ... 11.71153    9.287483  12.467012 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501062323608250368,GALAXY                   ,129.56443,50.063853,445,129.564424332178,50.0638336915184,1237651190820241520,1331,301,3,174,0.1266473,51873,134,26,[3.5793 3.5794 3.5795 ... 3.9634 3.9635 3.9636],[ 3.4260738  3.85857    4.290913  ... 13.663105  11.880815  13.953065 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501062598486157312,GALAXY                   ,129.5323,49.182331,445,129.532307539678,49.1823127795427,1237651249874075921,1345,301,1,144,0.174787,51873,135,26,[3.5793 3.5794 3.5795 ... 3.9634 3.9635 3.9636],[ 2.3951266  2.8561814  3.3170648 ... 15.446968  16.54074   14.446077 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501063148241971200,GALAXY                   ,129.49568,49.703307,445,129.495712690001,49.7033016497863,1237651250411143425,1345,301,2,147,0.3305603,51873,137,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],"[-2.8354592  -0.07605454  2.6823378  ...  8.392093    4.331491
  7.681678  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501063423119878144,GALAXY                   ,129.62362,49.17354,445,129.623611159253,49.1735160280066,1237651249874141325,1345,301,1,145,0.1171488,51873,138,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],"[15.52775     7.739814   -0.04525986 ... 24.062883   21.959965
 26.510345  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501063697997785088,GALAXY                   ,129.52016,49.509684,445,129.52017265655,49.509701746925,1237651190283174005,1331,301,2,171,0.1414495,51873,139,26,[3.593  3.5931 3.5932 ... 3.9633 3.9634 3.9635],[14.95905   -3.551444  14.2029085 ... 10.141506  18.253773  21.475313 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501063972875692032,GALAXY                   ,129.52862,49.429281,445,129.528648726934,49.42928962305,1237651190283108536,1331,301,2,170,0.1329378,51873,140,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[17.135967  7.30246  -2.527414 ... 17.889954 16.43025  16.380152],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501064247753598976,GALAXY                   ,129.86923,50.200945,445,129.869282889765,50.2009394635139,1237651190820307059,1331,301,3,175,0.02523475,51873,141,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[ 7.199598   9.061024  10.921826  ...  6.9750886  8.269098   7.113941 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501064522631505920,GALAXY                   ,129.99554,50.619656,445,129.995564509919,50.6195671392399,1237651250948407453,1345,301,3,153,-4.47036e-05,51873,142,26,[3.5792 3.5793 3.5794 ... 3.9633 3.9634 3.9635],"[  5.413066    3.0524764   4.7962894 ... 279.6642    284.5713
 285.6597   ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501064797509412864,GALAXY                   ,129.8049,50.165322,445,129.80493396456,50.1653106950836,1237651190820307034,1331,301,3,175,0.1256476,51873,143,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[ 1.206708   2.8041756  4.4011025 ... 24.005486  24.083971  24.228785 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501065072387319808,QSO                      ,129.80861,50.343885,445,129.808622781007,50.3438808552453,1237651190820372540,1331,301,3,176,1.776915,51873,144,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[83.420105 83.41191  83.40371  ... 23.354086 26.493845 26.347971],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501065347265226752,GALAXY                   ,129.70814,50.315842,445,129.708208178586,50.3158499716456,1237651190820307074,1331,301,3,175,0.04885171,51873,145,26,[3.5792 3.5793 3.5794 ... 3.9633 3.9634 3.9635],[10.965686  10.062723  16.329584  ...  5.1296186  3.6260307  4.6202044],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
